Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
4,1625,1,1253,423786,5707,2,32,0,0,2
4,1625,1,1257,4688248,1284,4,12.08,0,0,4
4,1625,1,1281,1907421,1220,1,7.64,0,0,1
4,1626,1,2843,194223,43274,2,10.38,0,0,2
4,1626,1,4405,2015984,43065,2,13.52,0,0,2
4,1626,1,4531,1017972,35118,3,39.72,0,0,3
4,1628,1,1280,2127795,1309,1,6.76,0,0,1
4,1628,1,4456,2001867,43316,1,8.15,0,0,1
4,1629,1,1005,1189010,3631,1,16.35,0,0,1
4,1629,1,1105,2387300,1212,2,16.76,0,0,2
4,1629,1,1109,2180365,972,1,18.98,0,0,1
4,1629,1,1246,168654,1146,2,42.78,0,0,2
4,1629,1,1260,350415,1278,6,27,0,0,6
4,1629,1,1265,4241731,36831,2,26.28,0,0,2
4,1629,1,1286,4506878,1240,2,16.76,0,0,2
4,1629,1,1289,4464314,1284,4,12.08,0,0,4
4,1629,1,1619,87994,40217,6,53.88,0,0,6
4,1629,1,2018,1784733,40886,4,23.04,0,0,4
4,1629,1,2108,166013,30532,3,23.34,0,0,3
4,1629,1,2110,103150,43058,2,18.7,0,0,2
4,1629,1,2874,4484218,30575,6,37.5,0,0,6
4,1631,1,1031,304995,1146,1,21.39,0,0,1
4,1631,1,1035,1028820,1125,6,57.6,0,0,6
4,1631,1,1044,621015,1146,3,64.17,0,0,3
4,1631,1,1243,1616573,41938,3,29.73,0,0,3
4,1631,1,1249,8127002,48419,4,16.24,0,0,4
4,1631,1,1251,107235,1125,8,76.8,0,0,8
4,1631,1,1254,283893,2665,2,32,0,0,2
4,1631,1,2106,279590,30532,3,23.34,0,0,3
4,1631,1,2802,280004,43067,1,9.63,0,0,1
4,1631,1,2802,1941660,30575,5,31.25,0,0,5
4,1631,1,2812,298996,37058,2,15,1,7.5,1
4,1631,1,5131,4293560,32937,2,13.76,0,0,2
4,1631,1,5133,2132339,8931,3,34.5,0,0,3
4,1632,1,1101,623509,1309,2,13.52,0,0,2
4,1632,1,1104,4188537,42434,4,18.32,0,0,4
4,1632,1,1206,1362161,46772,6,53.52,0,0,6
4,1632,1,1208,626812,1242,2,15.28,0,0,2
4,1633,1,1103,1048442,1240,7,58.66,0,0,7
4,1633,1,1108,1362090,1278,11,49.5,0,0,11
4,1633,1,1111,4515081,1250,3,22.92,0,0,3
4,1633,1,1134,2399914,1242,4,30.56,0,0,4
4,1633,1,1205,104632,34868,7,21.14,0,0,7
4,1633,1,1206,2210036,3631,1,16.35,0,0,1
4,1633,1,1206,4549058,2665,4,64,0,0,4
4,1633,1,1209,233785,1240,1,8.38,0,0,1
4,1633,1,4417,1811474,43285,14,73.92,0,0,14
4,1634,1,1153,301146,1278,100,450,0,0,100
4,1634,1,4501,2188549,43118,4,39.64,0,0,4
4,1635,1,1015,1697140,47840,3,24,0,0,3
4,1635,1,1118,2072010,1212,1,8.38,0,0,1
4,1635,1,1226,1769624,1250,2,15.28,0,0,2
4,1635,1,2952,450948,32937,1,7.04,0,0,1
4,1636,1,1110,285859,1242,3,22.92,0,0,3
4,1636,1,1205,4291857,1109,1,15.01,0,0,1
4,1636,1,1209,289941,1125,3,28.8,0,0,3
4,1636,1,1212,1895094,1238,1,9.83,0,0,1
4,1636,1,2801,473032,30572,4,25,0,0,4
4,1636,1,2866,1845345,32937,4,27.52,0,0,4
4,1637,1,1017,1669234,3144,1,21.32,0,0,1
4,1637,1,1115,2297432,1220,2,15.28,0,0,2
4,1637,1,1237,330395,41938,2,19.82,0,0,2
4,1637,1,1242,333164,1250,3,22.92,0,0,3
4,1637,1,2119,2288075,30549,1,5.38,0,0,1
4,1637,1,4417,2329971,43069,1,7.41,0,0,1
4,1656,1,900,4712503,1238,8,78.64,0,0,8
4,1656,1,1220,4685701,1278,19,85.5,0,0,19
4,1657,4,6637,8150107,5310,25,126,0,0,25
4,1658,4,6626,4242775,34053,16,81.92,0,0,16
4,1659,2,1565,24381,30236,48,1205.76,0,0,48
4,1660,2,1515,4227641,34211,166,2860.18,0,0,166
4,1672,4,6603,2497362,3894,30,261.6,0,0,30
4,1677,4,4902,2128241,40450,28,515.2,0,0,28
4,1678,4,6605,8046787,1230,7,119.14,0,0,7
4,1678,4,6606,467258,3333,4,41.6,0,0,4
4,1678,4,6606,1817399,1145,3,68.88,0,0,3
4,1679,7,5711,2462886,1250,5,38.2,0,0,5
4,1679,7,5717,2382774,202,24,982.8,0,0,24
4,1680,11,5701,2449616,1242,10,76.4,0,0,10
4,1682,11,5710,4558255,30571,4,25,0,0,4
4,1683,7,5704,4509512,32933,2,14.08,0,0,2
4,1689,11,3906,4448398,1242,6,33.36,0,0,6
4,1690,11,3906,1161159,34053,4,18,0,0,4
4,1690,11,3909,2260414,30531,2,15.56,0,0,2
4,1692,11,3909,4499488,1899,2,245.92,0,0,2
4,1693,11,3920,27113,1212,16,134.08,0,0,16
4,1697,1,1043,1539379,36831,1,13.14,0,0,1
4,1697,1,1142,4325406,1278,63,283.5,0,0,63
4,1697,1,1143,1924634,41938,3,29.73,0,0,3
4,1697,1,1144,1811415,35651,9,67.5,0,0,9
4,1697,1,1263,2099324,1212,1,8.38,0,0,1
4,1697,1,1273,4516765,34054,18,92.16,0,0,18
4,1697,1,2819,4516765,43285,23,115.92,0,0,23
4,1698,1,1227,2413335,34868,15,45.3,0,0,15
4,1910,11,3908,2319891,30572,66,412.5,0,0,66
4,1910,11,3911,1926405,43316,10,81.5,0,0,10
4,1910,11,3913,343282,30569,5,35.2,0,0,5
4,1911,1,1057,335145,73,1,21.32,0,0,1
4,1911,1,1067,104342,1109,1,15.01,0,0,1
4,1911,1,1074,2075517,4767,3,44.37,0,0,3
4,1911,1,1077,102581,3631,8,130.8,0,0,8
4,1911,1,1081,105626,3631,2,32.7,0,0,2
4,1911,1,1180,137068,35651,3,22.5,0,0,3
4,1911,1,1185,735301,1232,4,72.96,0,0,4
4,1911,1,2056,421023,43147,3,13.62,0,0,3
4,1911,1,2072,106607,3718,1,9,0,0,1
4,1911,1,2808,4245905,43065,2,13.52,0,0,2
4,1911,1,2820,102969,36610,40,30.8,0,0,40
4,1911,1,5004,540959,35147,1,20.5,0,0,1
4,1912,1,1118,94459,35651,21,157.5,0,0,21
4,1912,1,1120,2368530,1250,6,45.84,0,0,6
4,1912,1,1124,98396,2425,65,292.5,0,0,65
4,1912,1,1203,662727,2233,3,59.82,0,0,3
4,1912,1,1213,4253665,2425,43,193.5,0,0,43
4,1912,1,2001,9501303,45111,3,26.94,0,0,3
4,1912,1,2108,4433469,31467,3,29.97,0,0,3
4,1912,1,2109,2320477,31471,1,9.99,0,0,1
4,1912,1,2110,96385,30532,22,171.16,0,0,22
4,1912,1,2804,4602544,43274,6,31.14,0,0,6
4,1912,1,4502,4594277,37058,1,7.5,0,0,1
4,1914,1,1003,97171,30173,7,97.72,0,0,7
4,1914,1,1011,456922,1160,1,18.86,0,0,1
4,1914,1,1012,384524,3631,1,16.35,0,0,1
4,1914,1,1112,897137,1284,1,3.02,0,0,1
4,1914,1,1117,239658,1216,1,8.38,1,8.38,0
4,1914,1,1118,242636,2425,40,180,0,0,40
4,1914,1,1134,1934833,2425,19,85.5,0,0,19
4,1914,1,1213,1037446,34768,1,22.5,0,0,1
4,1914,1,1230,2475700,3678,2,37.72,0,0,2
4,1914,1,1236,2228824,31423,3,32.07,0,0,3
4,1936,1,1262,4662873,1109,1,15.01,0,0,1
4,1936,1,4551,4332404,43285,4,21.12,0,0,4
4,1936,1,5005,4500866,32303,1,6,0,0,1
4,1936,1,5005,4690036,45143,40,30,0,0,40
4,1942,11,3934,2384584,1146,1,21.39,0,0,1
4,1945,1,1051,4519709,1146,24,513.36,0,0,24
4,1945,1,1063,2381178,1150,4,55.84,0,0,4
4,1945,1,1157,254182,1064,2,33.34,0,0,2
4,1945,1,1157,257989,1309,2,13.52,0,0,2
4,1945,1,1161,594784,2425,35,157.5,0,0,35
4,1945,1,1259,500068,1242,6,45.84,0,0,6
4,1945,1,1260,4521197,2233,2,39.88,0,0,2
4,1945,1,1270,4552838,1160,1,18.86,0,0,1
4,1945,1,1272,1925440,1284,4,12.08,0,0,4
4,1945,1,1656,613523,31719,2,15.18,0,0,2
4,1945,1,1662,1082483,36598,1,8.43,0,0,1
4,1945,1,2152,2021143,43033,3,18.45,0,0,3
4,1945,1,2861,4313650,36298,4,24.6,0,0,4
4,1952,1,1211,4457443,31423,1,10.69,0,0,1
4,1952,1,1211,4708538,33370,3,14.4,0,0,3
4,1952,1,2013,617367,43147,4,18.16,0,0,4
4,1952,11,5728,4433290,47336,29,359.6,0,0,29
4,1954,1,1117,2289531,1238,2,19.66,0,0,2
4,1954,1,1282,886795,2425,35,157.5,0,0,35
4,1954,1,1285,4374057,1242,1,7.64,0,0,1
4,1954,1,2813,555838,37058,4,30,0,0,4
4,1954,1,2832,568144,43058,4,37.4,0,0,4
4,1954,1,2833,950462,35131,1,9.35,0,0,1
4,1954,1,2843,899597,45111,8,71.84,0,0,8
4,1954,1,2846,565510,43058,2,18.7,0,0,2
4,1955,1,1010,572166,1125,6,57.6,0,0,6
4,1955,1,1225,4250964,1242,5,38.2,0,0,5
4,1955,1,1226,2081795,41938,4,39.64,0,0,4
4,1955,1,1234,2260708,41938,2,19.82,0,0,2
4,1955,1,2110,973743,32940,3,23.34,0,0,3
4,1955,1,2112,573378,43033,2,12.3,0,0,2
4,1955,1,2113,572341,32940,2,15.56,0,0,2
4,1955,1,2855,1163653,31507,1,6.25,0,0,1
4,1955,1,2860,1584873,31471,1,9.99,0,0,1
4,1955,1,4132,573775,43147,3,13.62,0,0,3
4,1955,1,4137,579548,43274,2,10.38,0,0,2
4,1955,1,5002,575520,32303,2,12,2,12,0
4,1963,1,1201,1117436,1240,1,8.38,0,0,1
4,1963,1,2006,2110068,43274,3,15.57,0,0,3
4,1963,1,2108,1568252,31310,2,12.5,0,0,2
4,1963,1,2803,28865,37058,4,30,0,0,4
4,1964,1,2101,632330,31310,6,37.5,0,0,6
4,1967,1,1218,143123,46096,2,31.7,0,0,2
4,1967,1,2101,142376,32941,3,25.56,0,0,3
4,1970,1,1001,634770,46096,2,31.7,0,0,2
4,1970,1,1222,1848257,46149,1,20.75,0,0,1
4,1970,1,5006,1729363,32862,1,6.2,0,0,1
4,1970,4,6606,4389402,36538,15,68.25,0,0,15
4,1971,1,2801,4578169,46239,3,24.45,0,0,3
4,1998,1,1256,927741,1216,5,45.35,0,0,5
4,1998,1,2061,31457,5376,10,46.1,0,0,10
4,1998,1,2063,4323803,5337,1,8.89,0,0,1
4,2012,1,1154,2465097,1238,4,39.32,0,0,4
4,2012,1,1155,4295440,41938,8,79.28,0,0,8
4,2012,1,1161,4293491,41938,3,29.73,0,0,3
4,2012,1,1167,3832,41938,2,19.82,0,0,2
4,2012,1,1219,2348545,1238,1,9.83,0,0,1
4,2012,1,2156,2073,43058,2,18.7,0,0,2
4,2012,1,2812,1783683,43058,4,37.4,0,0,4
4,2012,1,2812,4488420,36610,40,30.8,0,0,40
4,2012,1,4513,4551917,32937,2,14.08,0,0,2
4,2012,1,4514,4550664,1250,14,106.96,0,0,14
4,2013,1,1104,4110710,35651,18,135,0,0,18
4,2013,1,1119,1280516,1230,3,50.01,2,33.34,1
4,2013,1,1207,2032128,1240,1,8.38,0,0,1
4,2013,1,1210,4103227,1250,9,68.76,0,0,9
4,2013,1,1219,2424768,1250,9,68.76,0,0,9
4,2013,1,1231,438711,41938,4,39.64,0,0,4
4,2013,1,2101,2465546,32937,2,14.08,0,0,2
4,2013,1,2109,6964,30575,10,62.5,0,0,10
4,2013,1,2111,35305,30552,2,10.76,0,0,2
4,2013,1,2860,1092447,43215,2,20.28,0,0,2
4,2014,1,1220,913306,4259,3,37.77,0,0,3
4,2014,1,1223,4249043,1212,1,8.38,0,0,1
4,2014,1,1230,2097984,48419,3,12.18,0,0,3
4,2014,1,1603,274488,328,2,16.3,0,0,2
4,2014,1,4411,2246679,34226,3,25.68,0,0,3
4,2015,1,1002,9563957,1182,5,69.7,0,0,5
4,2015,1,1110,4397300,1250,2,15.28,0,0,2
4,2015,1,1207,137344,1309,2,13.52,0,0,2
4,2015,1,1214,1452245,1284,6,18.12,0,0,6
4,2015,1,2834,4475174,43069,1,7.41,0,0,1
4,2015,1,2846,844627,43069,2,14.82,0,0,2
4,2015,1,2847,860592,37058,1,7.5,0,0,1
4,2015,1,2853,4434298,30572,3,18.75,0,0,3
4,2015,1,2859,209245,36748,1,11.53,0,0,1
4,2016,1,1173,185702,48417,3,13.74,0,0,3
4,2016,1,1307,4399401,31298,16,142.24,0,0,16
4,2016,1,2844,4438150,30572,15,93.75,0,0,15
4,2017,1,1065,3555223,1109,2,30.02,0,0,2
4,2017,1,1277,5897281,35651,4,30,0,0,4
4,2017,1,1289,3414912,1284,6,18.12,0,0,6
4,2018,1,1002,4323618,1146,4,85.56,0,0,4
4,2018,1,1004,1882478,1146,2,42.78,0,0,2
4,2018,1,1102,1070668,1064,1,16.67,0,0,1
4,2018,1,1207,4805708,1240,5,41.9,0,0,5
4,2018,1,1236,1824886,1284,45,135.9,0,0,45
4,2018,1,1603,1437369,31298,2,17.78,0,0,2
4,2018,4,4903,4694704,1150,1,14.7,0,0,1
4,2019,1,1209,381110,1284,8,24.16,0,0,8
4,2019,1,1209,445215,1240,5,41.9,0,0,5
4,2019,1,2101,782296,30572,12,75,0,0,12
4,2019,1,4403,4308119,40886,8,46.08,0,0,8
4,2020,1,1114,529385,1240,8,67.04,0,0,8
4,2020,1,1201,1481214,1309,3,20.28,0,0,3
4,2020,1,1202,6095193,46772,5,44.6,0,0,5
4,2020,1,1223,529543,1284,8,24.16,0,0,8
4,2020,1,1226,4306156,1242,4,30.56,0,0,4
4,2020,1,1228,1973716,1242,6,45.84,0,0,6
4,2020,1,1244,5959359,2233,8,159.52,0,0,8
4,2020,1,1249,4721046,1250,3,22.92,0,0,3
4,2021,1,1157,393076,1278,8,36,0,0,8
4,2021,1,1160,5939155,1064,4,66.68,0,0,4
4,2021,1,1207,178398,31423,1,10.69,0,0,1
4,2021,1,1211,1374964,1309,3,20.28,0,0,3
4,2021,1,1218,203503,4270,2,16.76,1,8.38,1
4,2021,1,2834,7689261,30532,1,7.78,0,0,1
4,2022,1,1002,2355021,1129,2,35.2,0,0,2
4,2022,1,1210,2029170,1278,20,90,0,0,20
4,2022,1,1213,1593906,1232,1,18.24,0,0,1
4,2023,1,1105,1452906,972,2,37.94,0,0,2
4,2023,1,1203,2237521,1064,2,33.34,0,0,2
4,2023,1,1214,4504889,1212,2,16.76,0,0,2
4,2023,1,1601,186336,36093,5,18.5,0,0,5
4,2023,1,1601,886972,44371,3,22.77,0,0,3
4,2023,1,1601,7965849,44371,11,83.49,0,0,11
4,2024,1,1005,463736,1146,1,21.39,0,0,1
4,2024,1,1104,8221856,35651,3,22.5,0,0,3
4,2024,1,2113,448203,43033,3,18.45,0,0,3
4,2024,1,4414,449784,43285,5,26.4,0,0,5
4,2029,1,1125,224714,1220,2,15.28,0,0,2
4,2029,1,1222,1996160,41938,1,9.91,0,0,1
4,2029,1,2027,232537,43274,6,31.14,0,0,6
4,2029,1,5025,4572771,31717,2,12,0,0,2
4,2030,1,1055,215428,1160,1,18.86,0,0,1
4,2030,1,1060,659128,1150,3,41.88,0,0,3
4,2030,1,1152,4283302,1240,10,83.8,0,0,10
4,2030,1,1171,4865755,1232,3,54.72,0,0,3
4,2030,1,2004,1718117,43065,8,54.08,0,0,8
4,2030,1,2005,215141,43065,1,6.76,1,6.76,0
4,2030,1,2866,4606508,43285,8,42.24,0,0,8
4,2031,1,1052,4178947,48077,1,14.26,0,0,1
4,2031,1,1054,1775991,1146,1,21.39,0,0,1
4,2031,1,1148,257142,1064,1,16.67,0,0,1
4,2031,1,1152,257147,1250,6,45.84,0,0,6
4,2031,1,1154,236071,1064,2,33.34,0,0,2
4,2031,1,2802,2171086,43147,10,45.4,0,0,10
4,2032,1,1155,236039,31423,1,10.69,0,0,1
4,2032,1,1159,240819,32819,1,8.89,0,0,1
4,2032,1,1161,880726,32819,1,8.89,0,0,1
4,2032,1,1162,241779,1238,6,58.98,0,0,6
4,2032,1,1165,158268,1240,15,125.7,0,0,15
4,2032,1,1260,244697,1240,4,33.52,0,0,4
4,2032,1,2054,236529,31514,8,79.92,0,0,8
4,2032,1,2154,4069669,43033,3,18.45,0,0,3
4,2032,1,5054,504812,4245,1,10.48,0,0,1
4,2034,1,1033,258026,1146,2,42.78,0,0,2
4,2034,1,1047,249398,1150,28,390.88,0,0,28
4,2034,1,1048,1052890,2233,8,159.52,0,0,8
4,2034,1,1143,1518386,2425,19,85.5,0,0,19
4,2034,1,1232,4576152,1250,4,30.56,0,0,4
4,2034,1,1283,2433148,1232,2,36.48,0,0,2
4,2034,1,1292,363308,41938,2,19.82,0,0,2
4,2034,1,1296,995005,1146,2,42.78,0,0,2
4,2034,1,1620,1471392,40217,0,0,5,44.9,0
4,2034,1,1626,1958248,40217,2,17.96,0,0,2
4,2036,1,1021,607863,2233,4,79.76,0,0,4
4,2036,1,1127,2128137,1240,1,8.38,0,0,1
4,2036,1,1241,1960684,1232,1,18.24,0,0,1
4,2036,1,1242,7693112,1309,8,54.08,0,0,8
4,2036,1,1256,1465892,41938,6,59.46,0,0,6
4,2036,1,1265,4493100,35651,2,15,0,0,2
4,2036,1,2836,2449690,43033,3,18.45,0,0,3
4,2037,1,1207,642410,35727,5,48,0,0,5
4,2037,1,1215,1784071,1212,2,16.76,0,0,2
4,2037,1,1219,4421958,4280,4,24,0,0,4
4,2037,1,1230,2157466,2233,1,19.94,1,19.94,0
4,2037,1,2101,2080108,30532,2,15.56,0,0,2
4,2038,1,1017,4370212,3631,2,32.7,0,0,2
4,2038,1,1114,269987,35651,11,82.5,0,0,11
4,2038,1,4412,992872,31514,1,9.99,0,0,1
4,2040,1,1111,1933643,972,2,37.96,0,0,2
4,2040,1,1213,4457286,1230,3,50.01,0,0,3
4,2040,1,2814,2427320,36301,1,6.15,0,0,1
4,2043,1,1258,1847906,1232,1,18.24,0,0,1
4,2043,1,2856,1432210,31310,2,12.5,0,0,2
4,2044,1,1105,1013033,4280,6,36,0,0,6
4,2044,1,1231,516579,1232,1,18.24,0,0,1
4,2044,1,1233,1369787,1125,3,28.8,0,0,3
4,2044,1,1244,4359701,3631,1,16.35,0,0,1
4,2045,1,1155,267322,1240,5,41.9,0,0,5
4,2045,1,1258,507697,1250,2,15.28,0,0,2
4,2045,1,1263,910428,2425,10,45,0,0,10
4,2045,1,2822,270550,30572,6,37.5,0,0,6
4,2045,1,2832,4517251,43033,2,12.3,0,0,2
4,2054,1,1027,2326751,2233,1,19.94,0,0,1
4,2054,1,1124,285970,1309,6,40.56,0,0,6
4,2054,1,1125,4343051,2425,16,72,0,0,16
4,2054,1,1246,283065,1250,3,22.92,0,0,3
4,2054,1,1246,2421776,1250,3,22.92,0,0,3
4,2054,1,2014,205311,31471,5,49.95,0,0,5
4,2054,1,2115,1474261,30572,13,81.25,0,0,13
4,2054,1,2828,3534247,43069,1,7.41,0,0,1
4,2055,1,1055,3504121,1125,14,134.4,0,0,14
4,2055,1,1151,218093,1216,2,16.76,0,0,2
4,2055,1,1152,1533670,1240,3,25.14,0,0,3
4,2055,1,1168,201435,1240,11,92.18,0,0,11
4,2055,1,1260,2139097,1125,6,57.6,0,0,6
4,2055,1,1265,4374274,41938,2,19.82,0,0,2
4,2055,1,2052,2224206,35452,6,26.64,0,0,6
4,2055,1,2086,1990823,5621,1,8.15,0,0,1
4,2055,1,2102,2169468,31309,6,37.5,0,0,6
4,2055,1,2107,2117577,30574,10,62.5,0,0,10
4,2055,1,2801,488318,303,4,18.16,4,18.16,0
4,2059,7,3302,187577,1169,10,188.6,0,0,10
4,2060,1,1006,3414853,4910,3,26.76,0,0,3
4,2060,1,1107,228378,1309,3,20.28,0,0,3
4,2060,1,1206,968532,2233,4,79.76,0,0,4
4,2060,1,1220,2177017,1309,4,27.04,0,0,4
4,2060,1,1220,4555212,1150,1,13.96,0,0,1
4,2060,1,2852,3422327,43058,1,9.35,0,0,1
4,2060,1,2856,1139083,30575,2,12.5,0,0,2
4,2060,1,2860,1673261,43285,10,52.8,0,0,10
4,2060,1,4403,228253,31514,7,69.93,0,0,7
4,2060,1,4403,1587130,43066,2,19.26,0,0,2
4,2060,1,4404,710754,37058,6,45,0,0,6
4,2065,8,3401,4392192,35651,6,45,1,7.5,5
4,2065,11,3905,2248607,202,2,81.9,0,0,2
4,2071,1,1050,49707,42110,4,38.4,0,0,4
4,2071,1,1052,977716,1146,27,577.53,0,0,27
4,2071,1,1156,228434,1242,4,30.56,0,0,4
4,2071,1,1157,2266643,1309,4,27.04,0,0,4
4,2071,1,1204,8152926,1250,4,30.56,0,0,4
4,2071,1,1207,936641,47840,4,32,0,0,4
4,2071,1,1208,3150104,1064,1,16.67,0,0,1
4,2071,1,1215,4241461,1284,8,24.16,8,24.16,0
4,2071,1,4450,228917,43285,40,211.2,0,0,40
4,2072,1,1051,1220123,1109,6,90.06,0,0,6
4,2072,1,1055,44725,2233,3,59.82,0,0,3
4,2072,1,1153,590409,1242,7,53.48,0,0,7
4,2072,1,2851,882670,43069,9,66.69,0,0,9
4,2072,1,2853,4711247,32934,2,14.08,0,0,2
4,2072,1,4454,665120,43285,7,36.96,4,21.12,3
4,2072,1,4457,1797522,37058,6,45,0,0,6
4,2080,4,6610,45462,40447,22,237.6,0,0,22
4,2080,4,6615,3476627,41938,18,183.78,0,0,18
4,2211,1,1001,466500,1182,6,83.64,0,0,6
4,2211,1,1032,30079,73,3,63.96,0,0,3
4,2211,1,1033,36524,4910,12,107.04,0,0,12
4,2211,1,1201,1025871,1129,15,264,0,0,15
4,2211,1,1212,466671,47840,5,40,0,0,5
4,2211,1,1224,777965,2233,3,59.82,0,0,3
4,2211,1,1224,4237302,1220,1,7.64,0,0,1
4,2211,1,1232,503009,972,1,18.98,0,0,1
4,2213,1,1104,475828,1212,3,25.14,0,0,3
4,2213,1,1231,1511203,1250,2,15.28,0,0,2
4,2213,1,1248,468218,1230,3,50.01,0,0,3
4,2213,1,1250,2191821,41938,2,19.82,0,0,2
4,2213,1,1251,4598551,34868,10,30.2,0,0,10
4,2213,1,2836,1392017,43038,2,20.96,1,10.48,1
4,2213,1,2911,35509,43058,82,766.7,0,0,82
4,2213,1,4512,2238955,30572,14,87.5,0,0,14
4,2214,1,1204,4198891,1240,3,25.14,0,0,3
4,2214,1,1206,4213832,1109,2,30.02,0,0,2
4,2214,1,1211,5965653,1278,6,27,0,0,6
4,2214,1,1213,1666657,1232,2,36.48,0,0,2
4,2214,1,1226,4710792,4910,2,17.84,0,0,2
4,2214,1,1227,4681844,1129,2,35.2,0,0,2
4,2214,1,2807,307154,37057,5,37.5,0,0,5
4,2214,1,2807,8212905,5380,3,22.23,0,0,3
4,2214,1,4405,306891,5337,2,16.3,0,0,2
4,2214,1,4511,1020216,35651,2,15,0,0,2
4,2215,1,1002,25664,1112,8,190.88,0,0,8
4,2215,1,1007,308202,1109,3,45.03,0,0,3
4,2215,1,1101,307395,35727,8,76.8,0,0,8
4,2215,1,1206,314274,1109,1,15.01,0,0,1
4,2216,1,1157,1726162,1240,4,33.52,0,0,4
4,2216,1,1203,1800784,1216,2,16.76,0,0,2
4,2216,1,2811,310687,3894,4,37.4,0,0,4
4,2216,1,2816,4614377,3894,6,56.1,0,0,6
4,2216,1,4512,312743,2233,1,19.94,0,0,1
4,2216,1,5014,312933,9217,2,18,0,0,2
4,2217,1,1026,320957,42434,15,68.7,0,0,15
4,2217,1,1031,648929,1146,1,21.39,0,0,1
4,2217,1,1229,4390920,42434,30,151.2,0,0,30
4,2217,1,1234,4449470,1125,5,48,0,0,5
4,2217,1,4112,1925249,5328,2,16.3,0,0,2
4,2218,1,1004,2385811,2233,4,83,0,0,4
4,2218,1,1208,44499,1250,8,69.76,0,0,8
4,2218,1,2011,4308825,31511,1,10.76,0,0,1
4,2222,1,1003,1041729,1146,1,21.39,0,0,1
4,2222,1,1103,1911289,1242,2,15.28,0,0,2
4,2222,1,5001,1322060,48019,1,40.74,0,0,1
4,2229,1,1004,4238156,1150,7,97.72,0,0,7
4,2229,1,1104,2405284,1309,4,27.04,0,0,4
4,2229,1,1113,352538,972,1,18.98,0,0,1
4,2229,1,2038,315172,5000,15,79.2,0,0,15
4,2229,1,2131,4251421,31780,8,81.12,0,0,8
4,2229,1,2131,4510465,31511,3,29.97,0,0,3
4,2229,1,2132,1938035,30571,3,18.75,0,0,3
4,2229,1,2136,314292,3894,5,46.75,0,0,5
4,2229,1,6502,349155,34225,12,102.72,0,0,12
4,2230,1,1219,1568762,1687,2,37.96,0,0,2
4,2230,1,1225,2301753,1212,2,16.76,0,0,2
4,2230,1,2851,1093175,5350,3,28.89,0,0,3
4,2230,1,4530,2081680,1284,4,12.08,0,0,4
4,2233,1,1203,148157,2233,4,79.76,0,0,4
4,2233,1,1215,4668943,1212,1,8.38,0,0,1
4,2233,1,1216,4426127,34868,5,15.1,2,6.04,3
4,2233,1,2802,343615,30571,3,18.75,0,0,3
4,2233,1,6504,958998,4270,3,25.14,0,0,3
4,2234,1,1038,149765,3144,1,21.32,0,0,1
4,2234,1,1131,725234,1064,1,16.67,0,0,1
4,2234,1,1231,1062721,6469,6,85.56,0,0,6
4,2234,1,1237,433123,1687,1,18.98,0,0,1
4,2234,1,1238,4165855,1240,3,25.14,0,0,3
4,2234,1,2835,1150745,36610,40,30.8,0,0,40
4,2235,1,1203,570862,1309,1,6.76,0,0,1
4,2235,1,1208,1223516,1278,6,27,0,0,6
4,2235,1,4501,4600654,1232,1,18.24,0,0,1
4,2237,1,1003,604553,1109,3,45.03,0,0,3
4,2237,1,1108,537295,1284,7,21.14,0,0,7
4,2237,1,1218,761268,1284,5,15.1,0,0,5
4,2237,1,1230,1782320,1150,2,27.92,0,0,2
4,2237,1,1253,7847780,1125,4,38.4,0,0,4
4,2237,1,4103,2357120,5380,5,37.05,0,0,5
4,2237,1,4504,779260,3894,1,9.35,0,0,1
4,2238,1,1204,481587,2233,4,79.76,0,0,4
4,2238,1,2908,151211,32939,5,38.9,0,0,5
4,2238,1,4106,1125759,31298,1,8.89,0,0,1
4,2239,1,1255,2468559,2233,3,59.82,0,0,3
4,2239,1,1258,517975,2233,50,997,0,0,50
4,2239,1,2806,2422123,3894,6,56.1,0,0,6
4,2239,1,2811,2113839,5337,2,16.3,0,0,2
4,2239,1,4404,1919428,5328,2,16.3,0,0,2
4,2241,1,1206,1712810,1216,2,16.76,0,0,2
4,2242,1,4101,1449359,5345,5,33.8,0,0,5
4,2256,4,6608,2160783,31506,22,114.4,0,0,22
4,2263,1,1124,682661,1216,2,18.14,0,0,2
4,2263,1,1126,360008,35651,6,45,0,0,6
4,2263,1,1128,1919232,1230,1,17.31,0,0,1
4,2263,1,1129,464586,1220,2,16.66,0,0,2
4,2263,1,1130,4378672,41938,2,21.12,0,0,2
4,2263,1,1221,4396361,1230,2,34.62,0,0,2
4,2263,1,1222,2055827,32393,4,15.12,2,7.56,2
4,2263,1,1224,4439172,1216,2,18.14,0,0,2
4,2263,1,2002,365812,5345,3,22.23,0,0,3
4,2263,1,2805,2190431,5621,3,26.67,0,0,3
4,2264,1,4102,2143297,5000,5,26.4,0,0,5
4,2271,6,3217,4530075,5380,6,44.46,0,0,6
4,2275,4,6620,4450460,31719,25,187,0,0,25
4,2276,1,1221,1838652,1232,5,91.2,0,0,5
4,2276,1,1221,2317626,1232,3,54.72,0,0,3
